,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
489,The Sun Never Stops Setting,0.224,0.37,2,-13.216,1,0.0337,0.277,0.902,0.135,0.124,60.607,58ymBSWARqMKr99QeMLy5m,260840,5
490,Ooh Yeah,0.425,0.765,4,-5.763,1,0.0401,0.00776,0.000138,0.11,0.329,197.62,3TwfAgMEfaerj8XmrMZZRb,318787,4
491,I Love to Move in Here,0.728,0.681,5,-8.3,0,0.0626,0.243,0.0817,0.14,0.789,106.378,6JsPM0BvsntbVnVvpmiyet,284547,4
492,257.zero,0.616,0.841,9,-5.31,1,0.0409,0.00159,0.94,0.229,0.719,123.819,1BMdbTdnVpj6RQEuaqctTB,217493,4
493,Everyday It's 1989,0.69,0.809,8,-5.697,0,0.096,0.00256,0.916,0.0399,0.771,123.88,6pQpOyhihUioiRj5q8AOcA,220320,4
494,Live for Tomorrow,0.492,0.774,5,-5.046,0,0.0425,0.069,0.0108,0.141,0.131,103.305,3fURd5OXJpRUlgVFfUh5ph,242493,4
495,Alice,0.581,0.858,5,-6.519,1,0.0428,0.00941,0.0353,0.146,0.23,94.921,7ipxwkIuFxlCxIqXPPCxME,266867,4
496,Hyenas,0.418,0.69,2,-7.602,0,0.0286,0.0455,0.921,0.42,0.15,93.901,1mKUhHF3Oa7CqbJs8Rryx0,215107,4
497,I'm In Love,0.599,0.652,4,-8.548,0,0.0815,0.25,0.524,0.111,0.571,125.809,6khf0Ip1zo6KEHIaqTL4YG,222480,4
498,Disco Lies,0.634,0.915,9,-5.132,0,0.0713,0.086,0.000357,0.158,0.281,118.877,59mO1rcSR3teX2by8mcnKP,202880,4
499,The Stars,0.573,0.779,0,-6.719,1,0.051,0.00195,0.0253,0.15,0.36,130.696,3zeQUUDQgTHPDeUA9GLUa4,261040,4
500,Degenerates,0.343,0.542,1,-11.655,0,0.0443,0.86,0.866,0.367,0.128,84.854,2r5ALEV1xvgzWZATAKN5a0,238333,4
501,Sweet Apocalypse,0.505,0.693,2,-9.008,1,0.0298,0.384,0.885,0.0641,0.0355,119.886,0t2mxyaHFH49BKwVw3OBKt,318853,4
502,Mothers of the Night,0.477,0.646,7,-10.822,1,0.0364,0.802,0.899,0.148,0.427,108.935,1GAIrNvwKVlMY4fo35i1Ok,199533,4
503,Last Night,0.217,0.255,2,-14.354,0,0.0358,0.912,0.194,0.333,0.0391,153.171,49LRMEMSbQWQnORYAMuKjk,347333,3
504,Hotel Intro,0.56,0.499,8,-10.208,1,0.0393,0.414,0.933,0.194,0.0733,94.937,1xGdfqixflwehUauI56NYC,115267,4
505,Raining Again,0.601,0.791,2,-6.83,1,0.0394,0.0358,0.127,0.0486,0.78,117.834,4vfrm29dI3DOasF0oZv093,226000,4
506,Beautiful,0.485,0.655,2,-6.421,1,0.0695,0.14,0.115,0.158,0.63,169.567,1Lh2BYY3yV297Y8ka2CMs3,191907,4
507,Lift Me Up,0.581,0.889,7,-6.617,1,0.0595,0.0011,0.00125,0.155,0.391,120.961,2YreZaYOabnHmyj6HGayoX,199293,4
508,Where You End,0.611,0.814,11,-7.922,0,0.032,0.0829,0.0689,0.15,0.621,122.975,4wR1Yj33PMle4jxKKRORZD,202040,4
509,Temptation,0.604,0.109,2,-14.75,1,0.0338,0.601,0.000319,0.0978,0.383,89.984,5zZ1EqKm3b8VEw1FICPc0H,295467,4
510,Spiders,0.498,0.805,11,-6.563,1,0.05,0.0658,0.0394,0.0966,0.642,159.927,2GhJ2DKzL7trGRZaPpflIA,225267,4
511,Dream About Me,0.598,0.521,5,-9.348,1,0.0278,0.0378,0.00104,0.0913,0.321,117.967,4VnrrYtsi1UUsw4HFA4TYq,201493,4
512,Very,0.555,0.847,2,-7.67,1,0.0426,0.00129,0.00181,0.126,0.447,123.843,603VTvkSmZa6ETDw3E3Q2B,222867,4
513,I Like It,0.708,0.312,2,-12.002,1,0.212,0.257,0.512,0.116,0.615,84.977,5PeOnKBYokaKPJh7pqo0fW,226120,4
514,Love Should,0.579,0.358,2,-10.668,1,0.0255,0.234,0.038,0.139,0.284,101.924,2QaIQl0jNZ4HqkOgMTpOD9,231720,4
515,Slipping Away,0.591,0.696,11,-7.988,0,0.0291,0.011,2.26e-06,0.336,0.642,117.859,2YTYHjhDRyG9Flz0JmD6Jj,219293,4
516,Forever,0.66,0.237,7,-13.19,1,0.042,0.217,0.866,0.0853,0.672,94.873,2tRDKfrqRDt1pUEv5rPzrA,219013,4
517,Homeward Angel,0.383,0.284,7,-11.739,1,0.034,0.402,0.939,0.338,0.0708,119.684,7aRcCPX4FJNbpKylz8ujIN,350493,4
518,We Are All Made of Stars,0.623,0.57,2,-8.433,1,0.0266,0.0467,0.635,0.182,0.376,112.04,2iY8UnADwZLUG2XrBGL2Dv,273213,4
519,In This World,0.58,0.701,4,-6.643,1,0.045,0.012,0.0181,0.302,0.263,104.967,77tJlraFq64xilqyyxkhtH,242520,4
520,In My Heart,0.564,0.789,4,-10.064,1,0.0308,0.00101,0.0457,0.21,0.177,114.021,1ri0jogXgL9CSgFGucTNvR,276693,4
521,Great Escape,0.15,0.0767,7,-18.397,1,0.0344,0.734,0.00167,0.223,0.23,50.821,1DWKDku5UsWVRUSKQSx4wm,128840,4
522,Signs of Love,0.269,0.536,7,-10.476,1,0.0361,0.206,0.639,0.14,0.0947,181.848,2dQCRD8xXk9XNQPEsskl9T,266200,4
523,One of These Mornings,0.483,0.459,11,-8.314,0,0.0326,0.167,0.655,0.0858,0.0523,91.789,1zCn7jmXyfLW4mqyl3Vqsb,192693,4
524,Another Woman,0.598,0.437,11,-11.587,0,0.0363,0.0764,0.831,0.123,0.546,110.877,6olVTknHt8xSzEFwE8TK9T,236053,4
525,Fireworks,0.491,0.256,0,-14.552,1,0.0351,0.833,0.967,0.13,0.1,144.049,0OULx41EjSBA72kRkdbOmw,133360,4
526,Extreme Ways,0.511,0.782,9,-7.934,0,0.0486,0.00112,0.000825,0.11,0.551,100.002,5dcUUklOiH01fVEH5pmWRs,237640,4
527,Jam for the Ladies,0.763,0.524,7,-9.994,1,0.0487,0.0322,0.00112,0.0892,0.338,100.029,2MGnkIWA0T94GEGfjx14Be,201960,4
528,Sunday (The Day Before My Birthday),0.603,0.679,9,-10.334,0,0.0352,0.000921,0.801,0.426,0.331,95.003,56MWOfCyw5XbBMdrLGcX6I,309280,4
529,18,0.48,0.126,7,-17.626,1,0.0305,0.861,0.892,0.0588,0.05,105.996,0hK7zJxDmo4K1ffAHq73M0,268813,4
530,Sleep Alone,0.424,0.256,2,-14.983,0,0.0315,0.887,0.772,0.12,0.418,88.07,1v9dObUYUHAdpmShqi8VI2,285360,4
531,At Least We Tried,0.634,0.291,0,-12.807,1,0.0286,0.254,0.00219,0.0783,0.217,72.007,5Gh9ZIc8NjGorZpsfpsabK,248707,4
532,Harbour,0.553,0.382,2,-13.121,1,0.0234,0.18,0.429,0.0907,0.0952,92.038,0kTPOJQ8ShLwqot7pfuj54,387573,4
533,Look Back In,0.498,0.364,7,-9.76,0,0.0256,0.229,0.894,0.0985,0.153,77.801,4SPjXvFaO5Md8EXeCXKCkz,140613,4
534,The Rafters,0.538,0.52,4,-9.113,1,0.0432,0.0307,0.948,0.357,0.333,125.846,4TDCgKYqC9wERTm2yg1Arq,202320,4
535,I’m Not Worried at All,0.534,0.275,1,-11.256,1,0.0272,0.755,0.884,0.346,0.049,105.045,7CCSNr1SqFdOTHiTW7hiY5,253907,3
536,Landing,0.567,0.72,7,-9.791,1,0.0282,0.0886,0.809,0.364,0.47,113.0,3lQz6LAbFAiYzIgox8nB6N,224027,4
537,Love of Strings,0.474,0.636,7,-7.998,1,0.0322,0.0193,0.899,0.116,0.103,107.03,3nCInWtDkL9JFggs8ViyGa,370640,4
538,Nearer,0.501,0.418,1,-11.153,1,0.0281,0.466,0.761,0.11,0.116,90.978,4zMrbNJ1naVSaqm9tpYjao,259200,4
539,Afterlife,0.493,0.392,9,-8.893,0,0.0253,0.0321,0.885,0.182,0.262,84.997,5lcmEdPFKJBDly7vP6HGwr,236027,4
540,String Electro,0.436,0.706,1,-6.942,0,0.0292,0.00461,0.916,0.273,0.0581,106.528,14DTNcE999blkNzGwwhBzz,416867,4
541,Downhill,0.532,0.468,11,-11.553,0,0.0282,0.622,0.809,0.0932,0.37,109.58,13wtSsoaOGnekcyZe0l5Iq,319773,4
542,Soul to Love,0.44,0.686,0,-6.484,1,0.0363,0.00912,0.888,0.18,0.377,124.014,6MIE2Ssoe3V4Vr0U1LiHbT,267933,4
543,Bed,0.67,0.705,4,-10.125,1,0.0789,0.118,0.924,0.0785,0.842,125.019,5FhBvv2ZDwrSI18UB3I7k9,257027,4
544,Piano & Strings,0.379,0.399,4,-11.409,0,0.0381,0.0156,0.858,0.479,0.0347,83.955,4E1WP1jdN239BZB5fPZRna,318000,4
545,Horse & Carrot,0.631,0.535,10,-8.168,0,0.0415,0.00546,0.95,0.103,0.0363,117.988,3XhRHD2ftCsj0SnxESBpnL,414000,4
546,Life’s so Sweet,0.56,0.32,4,-8.981,0,0.0277,0.128,0.953,0.0731,0.199,104.027,0jXZCliAfXPEzGVhpQS2Jy,392600,4
547,ISS,0.558,0.363,0,-17.287,1,0.0326,0.632,0.921,0.106,0.269,94.013,0lRmJ7qaB0TwlyoztSvfV2,524707,4
548,Stay,0.567,0.372,7,-13.054,1,0.0278,0.248,0.277,0.0607,0.533,75.037,1lgcCq0fspJTIDzMCSfanM,190733,4
549,First Cool Hive,0.546,0.758,6,-9.664,0,0.0379,0.000753,0.525,0.89,0.294,100.96,2nJKZYsbwMUVGWarhXA8wo,316440,4
550,Go,0.616,0.737,4,-9.482,0,0.0473,0.00028,0.91,0.0624,0.653,134.028,1Wd5WtUpNDdeGAui5kN4qB,239733,4
551,Into the Blue,0.521,0.365,7,-12.39,1,0.0246,0.0816,0.00239,0.144,0.0783,95.0,0GdUNhYKrfh2EcMqTODeAq,332800,4
552,Now I Let It Go,0.178,0.205,9,-14.252,0,0.0343,0.883,0.79,0.119,0.0395,73.884,1Uj79rRZ7NWTWkBbT7ImAz,129653,4
553,Move - You Make Me Feel so Good,0.525,0.867,9,-8.57,0,0.0313,5.51e-05,0.626,0.126,0.278,131.964,4IuN80kPgJynpC1820DtF0,217013,4
554,I Like to Score,0.791,0.888,1,-5.682,0,0.216,2.25e-05,0.9,0.0606,0.52,91.032,76QnA6ibVitEYbVD4SELYV,141160,4
555,Anthem,0.488,0.938,8,-5.619,1,0.0404,2.84e-05,0.0751,0.138,0.484,145.973,0TmXkiyWsDyjESV5Jf6Mt4,207400,4
556,Hymn,0.49,0.314,5,-14.889,0,0.0409,0.728,0.956,0.14,0.147,115.019,7CRmB294aR6Kq64rqDC0lh,197600,4
557,Feeling so Real,0.375,0.667,7,-6.243,1,0.0361,3.11e-05,0.0225,0.673,0.442,162.965,6A66ij26eOhBoMyFhbY493,202800,4
558,God Moving over the Face of the Waters,0.37,0.389,2,-10.341,1,0.0289,0.578,0.956,0.165,0.0905,101.009,44popH5Cn6SuButI40fovC,345627,4
559,Alone,0.496,0.584,2,-17.418,1,0.0417,0.624,0.929,0.111,0.291,132.027,0bhshcQuVf8bQU51OrUwT0,646867,4
560,Novio,0.172,0.254,6,-12.44,1,0.0319,0.636,0.102,0.098,0.0607,78.74,6sRJbqVhTNt7YRELMA0xzO,158960,4
561,The Rain Falls and the Sky Shudders,0.402,0.11,0,-30.056,1,0.0383,0.807,0.941,0.0917,0.115,163.908,33HYCkqJQrJLnTzSTdCC4z,376667,4
562,When It's Cold I'd Like to Die,0.0714,0.207,0,-14.578,1,0.037,0.292,6.92e-05,0.0889,0.0393,77.434,6lt0n64oxW2Cwvjf4zBkcT,255333,3
563,Living,0.572,0.287,7,-11.724,1,0.0305,0.559,0.846,0.146,0.128,78.015,5UgfnW6nEVwpPrwx3eF0Dl,421200,4
564,Grace,0.149,0.364,0,-20.474,1,0.0568,0.858,0.861,0.107,0.0364,66.655,0mKoLoxMhwHWVFpETD8teL,324133,4
565,Novio,0.316,0.294,6,-11.721,1,0.0301,0.589,0.0812,0.112,0.0456,75.063,6NXfxYhlj4gjErXGzh7HXs,158560,4
566,James Bond Theme - Moby's Re-Version,0.594,0.939,11,-4.193,1,0.0454,0.000219,0.874,0.327,0.375,124.147,5t0epjD9soz66wY99No8iu,203373,4
567,Go - I Like to Score Version,0.618,0.778,4,-7.762,0,0.0467,0.000248,0.878,0.0542,0.651,134.032,3FyCUDuq30QbxeBq3yhQDH,239867,4
568,Ah-ah,0.527,0.839,7,-5.279,0,0.0319,2.25e-06,0.653,0.246,0.334,135.959,0dARMlngoPwzeR2xLhfaFI,144000,4
569,I Like to Score,0.79,0.863,1,-6.673,0,0.217,2.13e-05,0.924,0.074,0.536,91.018,7dsPkt2xbhrnltGfNeHZrs,141427,4
570,Oil 1,0.476,0.973,8,-6.47,1,0.0619,4.79e-05,0.947,0.379,0.68,139.995,6qb1w0UCXM1HT6acpWEVIU,291733,4
571,New Dawn Fades,0.411,0.731,9,-4.911,1,0.0339,0.00847,0.00416,0.095,0.202,119.986,5Q5i1Nym5L7aOrQPwX0amF,334200,4
572,God Moving Over the Face of the Waters,0.154,0.371,2,-11.332,1,0.0325,0.565,0.938,0.225,0.0645,100.745,6QFBegIoqh97oYMc82VsRb,344867,4
573,First Cool Hive - Alternate Version,0.547,0.773,6,-9.701,0,0.0358,0.000277,0.0799,0.666,0.378,100.961,4a6CE0NMhKEVu0kY5EYVIh,341667,4
574,Nash,0.576,0.0684,6,-22.733,0,0.0485,0.969,0.912,0.114,0.212,75.272,19DvEiMh9xnlfD35BxQjwz,83000,4
575,Love Theme - From Joe's Apartment,0.559,0.409,0,-9.212,1,0.0289,0.715,0.95,0.0702,0.0669,95.01,4b3Rr8dQZRM8j0RxYgQUmI,276800,4
576,Grace,0.13,0.349,0,-20.847,1,0.055,0.842,0.854,0.106,0.0363,69.063,6Lj2JbuMrPl8uSRLO5aH09,324733,4
577,Novio,0.172,0.254,6,-12.44,1,0.0319,0.636,0.102,0.098,0.0607,78.74,61fQlbKxHMpfkpGgdyzZyG,158960,4
578,James Bond Theme - Moby's Re-version,0.602,0.936,11,-4.222,1,0.0455,0.00027,0.906,0.277,0.381,124.182,3BPKKzuQTeKLRCVfVaF4BS,203333,4
579,Go,0.616,0.737,4,-9.482,0,0.0473,0.00028,0.91,0.0624,0.653,134.028,6iWKZaCPmISyRfJlovBQRC,239733,4
580,Ah-Ah,0.526,0.838,7,-5.324,0,0.0316,2.33e-06,0.639,0.244,0.362,136.022,4pRCRsIHQsYQ3nK6yfb9RE,144040,4
581,I Like to Score,0.791,0.888,1,-5.682,0,0.216,2.25e-05,0.9,0.0606,0.52,91.032,0YHPUXcAo4WZheI6VmPEab,141160,4
582,Oil 1,0.463,0.974,8,-6.476,1,0.0595,4.66e-05,0.951,0.377,0.675,139.988,1Wtyaav5Mik6RJdBSJH44F,291707,4
583,New Dawn Fades,0.415,0.683,4,-6.074,0,0.0321,0.00118,0.00696,0.106,0.199,120.085,6aUSo7JyMqk0Vp5tJ7oufL,333240,4
584,God Moving over the Face of the Waters - Alternate Version,0.0919,0.375,2,-11.309,1,0.0331,0.567,0.936,0.194,0.073,80.145,7A8XeQAhIS6KUXxg0pqqz5,344893,3
585,First Cool Hive - Alternate Version,0.548,0.755,6,-9.639,0,0.0357,0.000273,0.0797,0.502,0.42,100.919,2detS9H2Bb3D3tMErPzQ4Q,341667,4
586,Nash,0.568,0.0817,4,-22.657,1,0.0794,0.966,0.942,0.115,0.187,75.397,3OwI1VJanAG5oA46QUgKaL,82973,4
587,Love Theme,0.56,0.409,9,-9.266,0,0.0285,0.746,0.953,0.071,0.0624,95.01,1v3GbLSpzc9nL23J9VUYNu,276800,4
588,Grace,0.149,0.364,0,-20.474,1,0.0568,0.858,0.861,0.107,0.0364,66.655,1EOiMcL1HfHJtIUyH54Kgm,324133,4
589,Dead Sun,0.143,0.0779,6,-17.723,0,0.0468,0.776,0.731,0.119,0.04,103.255,6TWGpROj8uv6u8KeoJ4DVj,221573,4
590,Someone to Love,0.351,0.933,9,-6.572,0,0.0612,0.000181,0.0083,0.463,0.244,169.972,0kTJv39Ku97omelhud4TBw,189867,4
591,Heavy Flow,0.474,0.921,3,-6.01,0,0.122,3.58e-05,3.94e-05,0.333,0.211,123.645,6t9EPK3arUKThtlj70xQyu,116827,4
592,You,0.544,0.961,5,-4.879,1,0.0629,6.99e-05,6.72e-06,0.356,0.708,130.032,3rrmJLrbTVK70i2Ax0tmNs,153400,4
593,Now I Let It Go,0.287,0.214,9,-12.527,0,0.0327,0.903,0.843,0.136,0.0396,74.82,5TSnj6Mg8T0OGy4MXcafTg,129400,4
594,Come on Baby,0.474,0.968,11,-6.479,0,0.124,0.000567,7.29e-06,0.596,0.229,112.058,72VXsTiW9i3E65GbdOHWlm,270573,4
595,Soft,0.437,0.871,9,-7.51,0,0.05,0.000918,0.000699,0.601,0.252,75.016,3FVvvergWVwa4C7ArTGKvz,235000,4
596,Anima,0.472,0.545,2,-17.955,0,0.0316,0.0542,0.827,0.125,0.695,139.989,027hIFCDfrBYEcA5PGGhlF,146960,4
597,Say It's All Mine,0.443,0.819,6,-5.314,0,0.0362,0.000502,0.0156,0.115,0.131,143.812,3a83AdQomww3aY5RlPmOE5,364667,4
598,That's When I Reach for My Revolver,0.501,0.858,4,-5.23,1,0.0392,0.00617,5.6e-06,0.112,0.136,145.837,6aLbafvMNpUdiSdpd35w1K,235840,4
599,Alone,0.468,0.439,2,-20.378,1,0.0345,0.783,0.937,0.0968,0.255,132.04,6zz8t3AMLTTcfyaDuYHAMc,646960,4
600,Face It,0.279,0.633,0,-4.89,1,0.0377,0.00371,0.311,0.118,0.0575,131.049,06iVj3QNVxVpNzw9iBKiOQ,600973,4
601,Old,0.593,0.0297,7,-26.075,1,0.0341,0.988,0.884,0.0994,0.127,96.012,45UpTYKCPXsBvMzizO31kv,187533,4
602,Living,0.571,0.294,7,-11.628,1,0.0303,0.593,0.83,0.309,0.137,78.012,65ZcrFePFiU9Ifwuf1IACi,419533,4
603,Love Song for My Mom,0.159,0.161,2,-12.991,1,0.0333,0.933,0.946,0.113,0.0376,144.279,6C2IEMjPZTdYdFWI03zQhj,224267,4
604,A Season in Hell,0.0606,0.194,9,-14.547,1,0.0414,0.737,0.977,0.106,0.0377,59.442,5zAgoPLK3y9YsL58zPx2Tp,239360,4
605,Dead Sun,0.164,0.0942,6,-17.753,0,0.047,0.799,0.689,0.118,0.0503,128.09,5tJaMldpZnDvOMhGmlacIN,221573,4
606,Someone to Love,0.383,0.923,4,-6.545,0,0.0595,0.000208,0.00321,0.46,0.247,169.954,42tosAy6ndq872pvqr0K7S,189867,4
607,Heavy Flow,0.488,0.937,3,-6.0,0,0.0907,3.46e-05,7.12e-05,0.329,0.186,123.615,4CpnFjGKw4rSTQP6P43wVi,116827,4
608,You,0.542,0.959,5,-4.875,1,0.0613,6.96e-05,1.64e-05,0.37,0.716,130.017,4Ifd6mRHlRoRaawGKOpbLc,153400,4
609,Now I Let It Go,0.178,0.205,9,-14.252,0,0.0343,0.883,0.79,0.119,0.0395,73.884,62bdQBwVsCYAPoQ6FtzpXc,129653,4
610,Come on Baby,0.473,0.966,11,-6.473,0,0.0819,0.000603,6.78e-06,0.591,0.252,112.06,6EKJUX1MVKvrrs38BrlmJM,270573,4
611,Soft,0.436,0.876,9,-7.505,0,0.0488,0.000928,0.000574,0.588,0.239,75.016,33r28zeVa2Q60l7LyX8h3e,235000,4
612,Anima,0.481,0.537,2,-17.953,0,0.0305,0.0556,0.848,0.147,0.738,140.007,5f8avxg4XNYTu51hKe0Dau,146960,4
613,Say It's All Mine,0.442,0.832,6,-5.318,0,0.0384,0.00039,0.0205,0.114,0.12,143.903,4tRyOhcmwo5Sn6n8cTheHr,364667,4
614,That's When I Reach for My Revolver,0.493,0.853,4,-5.251,1,0.0381,0.00567,7.63e-06,0.112,0.123,145.851,7BpQm6c5r1tkj9eFzo3B8T,235840,4
615,Alone,0.496,0.584,2,-17.418,1,0.0417,0.624,0.929,0.111,0.291,132.027,2XczFbX7npDmS5HWibTXbg,646867,4
616,Face It,0.273,0.651,0,-4.916,1,0.0381,0.00372,0.26,0.115,0.0494,130.163,3pffQiUg1rLJLk9V3mdgVu,600973,4
617,Old,0.595,0.0309,7,-26.066,1,0.0338,0.988,0.921,0.0998,0.136,96.003,1SLh4RKWFUqCpgAlgjKr4z,187533,4
618,Living,0.572,0.287,7,-11.724,1,0.0305,0.559,0.846,0.146,0.128,78.015,7gGSPNaKsTy0U7riiDw6zn,421200,4
619,Love Song for My Mom,0.173,0.167,2,-13.04,1,0.0333,0.929,0.955,0.113,0.0378,145.146,2uiBh75TWoc9WJCb6HcXxZ,224267,4
620,A Season in Hell,0.205,0.204,9,-14.548,1,0.0381,0.709,0.976,0.104,0.0393,110.216,7AQAokwZNsSo1yacN0gXFv,239360,3
621,Hymn,0.451,0.303,5,-15.327,0,0.0402,0.715,0.949,0.17,0.146,115.04,7zVYyGDCG9ktOHntd7pCQK,197893,4
622,Feeling so Real,0.373,0.635,7,-6.949,1,0.0379,3.6e-05,0.0526,0.391,0.374,162.985,0keRTgdGsbdzppVxqn30ex,201600,4
623,All That I Need Is to Be Loved,0.499,0.911,0,-5.666,1,0.0424,1.05e-05,0.0198,0.379,0.321,137.01,2RKskStzfm0hOHmf949leh,163307,4
624,Let's Go Free,0.317,0.935,2,-8.238,1,0.0877,1.47e-05,0.805,0.192,0.277,214.03,6W0K9hcy0WcYjwceR8fVUt,38467,4
625,Everytime You Touch Me,0.63,0.861,4,-7.733,0,0.0374,0.0426,0.000289,0.295,0.475,141.873,0lAhfLrumsf60VtSqbOBgS,221760,4
626,Bring Back My Happiness,0.577,0.945,0,-5.66,1,0.0454,0.0657,0.00124,0.0587,0.941,148.963,64GM77UJ5ii08FovTudB1V,192640,4
627,What Love,0.392,0.812,2,-7.378,1,0.0466,0.00937,0.000389,0.173,0.251,105.193,6uOVbJqo7wnHp7XoaYVdKD,168360,4
628,First Cool Hive,0.548,0.612,6,-14.269,0,0.0382,0.000664,0.66,0.861,0.328,100.977,6O07zhmbRucDwUX7MRxVtY,317200,4
629,Into The Blue,0.505,0.29,7,-15.544,1,0.0258,0.0938,0.00231,0.128,0.0795,95.016,12qt4nPf5ih6lnJIXmrQhj,333640,4
630,Anthem,0.495,0.888,8,-9.299,1,0.0369,1.77e-05,0.0933,0.199,0.529,145.989,0iCT90uJOYggQlswxRLTN7,207533,4
631,Everthing is Wrong,0.443,0.0251,11,-26.763,0,0.0342,0.911,0.931,0.134,0.136,142.599,1oqrxPDYF3CmZYUOL1eGnv,74627,3
632,God Moving Over the Face of the Waters,0.154,0.371,2,-11.332,1,0.0325,0.565,0.938,0.225,0.0645,100.745,4WxOFybmhNxHGnkPGBJzIE,344867,4
633,When It's Cold I'd Like to Die,0.119,0.172,0,-15.907,1,0.036,0.32,0.000148,0.228,0.0387,82.423,0Pz9uepsUEc6aAaocXz4ha,254000,1
634,Hymn,0.492,0.314,5,-14.89,0,0.0407,0.73,0.956,0.14,0.146,115.027,3pN8zMrwK2Olmdxw9PUxGm,197600,4
635,Feeling so Real,0.375,0.667,7,-6.243,1,0.0361,3.11e-05,0.0232,0.673,0.442,162.964,3VQ2MgavN8WGrY6z04frQH,202800,4
636,All That I Need Is to Be Loved,0.485,0.91,0,-5.637,1,0.0406,1.03e-05,0.0412,0.382,0.287,137.014,4ur6nKJlzG4QCAXgU6qFW1,163333,4
637,Let's Go Free,0.318,0.916,2,-8.307,1,0.0826,3.88e-05,0.81,0.15,0.252,213.563,7EUn3PYonxqacFFNqNoeyr,38440,4
638,Everytime You Touch Me,0.621,0.939,4,-5.898,0,0.0379,0.0306,0.0237,0.205,0.431,141.844,0LJsAXtXAyaiKJm1T2nwyo,222027,4
639,Bring Back My Happiness,0.582,0.958,0,-4.599,1,0.0455,0.0597,0.000725,0.0585,0.955,148.933,0YjkE4GMuSqcfpvWOu7apV,192400,4
640,What Love,0.347,0.823,2,-6.304,1,0.0496,0.0112,0.00148,0.188,0.217,104.995,4GF5mA3XcdGRFr5fBVYBFD,168133,4
641,First Cool Hive,0.543,0.757,6,-9.665,0,0.0382,0.000751,0.536,0.89,0.298,100.97,0VnG3I3bsmSOJUNqE6iYlL,316440,4
642,Into the Blue,0.521,0.365,7,-12.39,1,0.0246,0.0811,0.00249,0.144,0.0783,95.0,5ldaq28WotvsAAKSNMnsbr,332800,4
643,Anthem,0.487,0.938,8,-5.615,1,0.0404,2.84e-05,0.0751,0.138,0.484,145.974,40bfEGAvCrIEXGi5WKO2e6,207400,4
644,Everything Is Wrong,0.418,0.0196,2,-27.088,1,0.0338,0.915,0.964,0.141,0.174,71.25,0BhP69ZmT5Xx5bajI4ZK8X,74640,3
645,God Moving over the Face of the Waters,0.152,0.39,2,-10.343,1,0.0319,0.58,0.956,0.165,0.0803,101.082,0I1oRYw2snnkobrN1HVAkF,345627,4
646,When It's Cold I'd Like to Die,0.158,0.208,0,-14.578,1,0.0374,0.296,6.43e-05,0.0889,0.0389,133.117,6sOx5jDVKkQCQp3NfCTd52,255333,5
647,My Beautiful Blue Sky,0.433,0.472,5,-16.577,1,0.0392,0.705,0.959,0.0935,0.516,187.323,02OL9tVAxwCirLwE6cQfuj,320600,4
648,Heaven,0.645,0.768,4,-13.225,0,0.0466,0.000796,0.889,0.0902,0.231,120.804,37fVlVRadgPGiyR8Yo2hhr,496227,4
649,Tongues,0.684,0.464,5,-16.506,1,0.0511,0.00129,0.941,0.116,0.0393,115.813,2ZymIf9kGrGbnDJAD932hu,337840,4
650,J Breas,0.438,0.116,7,-18.719,1,0.0341,0.974,0.777,0.126,0.0727,95.716,2qHYRnrQD2DOXIQ358lWQp,167067,4
651,Myopia,0.657,0.562,2,-26.172,1,0.0505,0.827,0.96,0.151,0.0768,119.861,0dYTIbXCOX2ok7iHmLQgc1,286667,4
652,House of Blue Leaves,0.702,0.205,2,-25.923,1,0.0618,0.72,0.884,0.105,0.725,122.881,66SGK9hoZgRwOvmTe4oii8,381267,4
653,Bad Days,0.583,0.504,6,-18.783,0,0.283,0.925,0.874,0.077,0.188,191.808,39KxeRDgWGErleMIGUU0HV,147267,4
654,Piano & Strings,0.655,0.0257,11,-16.024,0,0.0575,0.757,0.685,0.177,0.365,67.192,65eLHdLXbgQaGzsmv1VdpO,95600,5
655,Sound,0.64,0.415,2,-13.382,1,0.0442,0.987,0.972,0.148,0.752,128.875,6Xts2F8JtQIi1brgICe25f,71093,4
656,Dog,0.706,0.579,2,-14.845,1,0.059,3.5e-05,0.76,0.0933,0.962,120.834,6XC67EWjUvrYCjtY634gD9,455240,4
657,80,0.123,0.0416,4,-30.108,0,0.0363,0.704,0.875,0.109,0.0536,81.04,55ONsnc54YMOvLNmqXXdB5,125960,4
658,Lean on Me,0.369,0.0455,4,-34.963,1,0.0351,0.734,0.89,0.101,0.128,123.973,5LLqvnQniBYNGdwTBPXUFS,232867,4
659,Besame,0.823,0.838,4,-9.067,0,0.0682,0.000842,0.709,0.081,0.593,127.96,62u06AuXpErtIpaODjoJ3Y,222973,4
660,Rock the House,0.734,0.988,9,-7.767,1,0.0783,0.00153,0.821,0.275,0.354,129.943,1r6BGGqmRCqRkWtrs5xMqa,272093,4
661,Move the Colors,0.757,0.556,0,-11.925,1,0.0455,0.00639,0.836,0.0656,0.954,125.882,2EQo6SPQCNQabXLb9xjWyI,245400,4
662,UHF 3,0.556,0.983,9,-10.018,0,0.0365,0.000516,0.96,0.31,0.881,129.946,6CMmdJ6MYmTVwAApwaBQ7P,315000,4
